1	10.3
2	10.2
3	10
4	10
5	9.9
6	9.9
7	9.8
8	9.9
9	10
10	10.9
11	11.4
12	11.9
13	12.2
14	12
15	12
16	12
17	11.5
18	11
19	10.8
20	10.8
21	10.9
22	10.7
23	10.6
24	10.4
25	10.3
26	10.2
27	10
28	10
29	9.9
30	9.9
31	9.7
32	9.8
33	10
34	10.8
35	11.3
36	11.9
37	12.1
38	12
39	12
40	11.9
41	11.5
42	11.1
43	10.9
44	10.8
45	10.9
46	10.8
47	10.7
48	10.5
49	10.5
50	10.3
51	10.2
52	10.1
53	10
54	10
55	9.8
56	9.9
57	10.1
58	10.9
59	11.5
60	12.1
61	12.2
62	12.2
63	12.2
64	12.2
65	11.7
66	11.2
67	11
68	11.1
69	11.1
70	11
71	10.9
72	10.7
73	10.6
74	10.6
75	10.3
76	10.3
77	10.2
78	10.2
79	10
80	10.1
81	10.2
82	11
83	11.6
84	12.2
85	12.3
86	12.3
87	12.3
88	12.3
89	11.8
90	11.4
91	11.1
92	11.1
93	11.1
94	11
95	11
96	10.7
97	10.6
98	10.5
99	10.2
100	10.2
101	10.1
102	10.1
103	9.9
104	10
105	10.2
106	11
107	11.6
108	12.1
109	12.3
110	12.3
111	12.3
112	12.3
113	11.9
114	11.4
115	11.1
116	11.2
117	11.2
118	11.1
119	11
120	10.7
121	10.6
122	10.5
123	10.2
124	10.2
125	10.2
126	10.2
127	10
128	10.1
129	10.3
130	11
131	11.7
132	12.1
133	12.3
134	12.3
135	12.3
136	12.3
137	11.9
138	11.5
139	11.2
140	11.3
141	11.3
142	11.3
143	11
144	10.8
145	10.7
146	10.6
147	10.3
148	10.3
149	10.3
150	10.3
151	10.2
152	10.2
153	10.4
154	11.2
155	11.8
156	12.1
157	12.3
158	12.3
159	12.3
160	12.4
161	12.1
162	11.5
163	11.3
164	11.4
165	11.3
166	11.4
167	11
168	10.8
169	10.7
170	10.6
171	10.3
172	10.2
173	10.2
174	10.2
175	10.1
176	10.1
177	10.4
178	11.1
179	11.7
180	12.1
181	12.3
182	12.4
183	12.4
184	12.4
185	12.1
186	11.6
187	11.3
188	11.4
189	11.3
190	11.4
191	11.1
192	10.8
193	10.6
194	10.5
195	10.3
196	10.2
197	10.1
198	10.2
199	10
200	10.1
201	10.4
202	11.2
203	11.8
204	12.2
205	12.3
206	12.5
207	12.5
208	12.5
209	12.2
210	11.7
211	11.4
212	11.4
213	11.4
214	11.5
215	11.2
216	10.9
217	10.7
218	10.6
219	10.3
220	10.3
221	10.2
222	10.1
223	10.1
224	10.1
225	10.4
226	11.2
227	11.8
228	12.2
229	12.4
230	12.5
231	12.5
232	12.4
233	12.3
234	11.7
235	11.4
236	11.5
237	11.4
238	11.5
239	11.3
240	11
241	10.8
242	10.7
243	10.4
244	10.3
245	10.3
246	10.2
247	10.2
248	10.2
249	10.4
250	11.2
251	11.9
252	12.3
253	12.4
254	12.6
255	12.5
256	12.3
257	12.2
258	11.7
259	11.4
260	11.4
261	11.4
262	11.5
263	11.2
264	11
265	10.7
266	10.6
267	10.3
268	10.3
269	10.3
270	10.2
271	10.2
272	10.2
273	10.4
274	11.2
275	11.8
276	12.2
277	12.4
278	12.6
279	12.5
280	12.3
281	12.1
282	11.5
283	11.3
284	11.3
285	11.3
286	11.4
287	11.1
288	10.8
289	10.6
290	10.5
291	10.3
292	10.3
293	10.3
294	10.2
295	10.2
296	10.2
297	10.4
298	11.3
299	11.8
300	12.1
301	12.4
302	12.5
303	12.4
304	12.2
305	12
306	11.4
307	11.2
308	11.3
309	11.2
310	11.3
311	11.1
312	10.8
313	10.6
314	10.5
315	10.4
316	10.3
317	10.4
318	10.2
319	10.2
320	10.2
321	10.5
322	11.3
323	11.9
324	12.2
325	12.4
326	12.6
327	12.5
328	12.3
329	12.1
330	11.5
331	11.3
332	11.4
333	11.5
334	11.6
335	11.4
336	10.9
337	10.7
338	10.7
339	10.6
340	10.3
341	10.4
342	10.3
343	10.3
344	10.3
345	10.6
346	11.3
347	11.9
348	12.3
349	12.4
350	12.6
351	12.6
352	12.4
353	12.1
354	11.6
355	11.5
356	11.5
357	11.6
358	11.6
359	11.4
360	11
361	10.8
362	10.7
363	10.6
364	10.4
365	10.4
366	10.2
367	10.3
368	10.3
369	10.6
370	11.4
371	12
372	12.3
373	12.4
374	12.6
375	12.6
376	12.4
377	12.2
378	11.6
379	11.5
380	11.6
381	11.7
382	11.8
383	11.5
384	11
385	10.8
386	10.7
387	10.7
388	10.5
389	10.4
390	10.2
391	10.3
392	10.4
393	10.7
394	11.5
395	12.1
396	12.3
397	12.4
398	12.7
399	12.6
400	12.4
401	12.2
402	11.6
403	11.4
404	11.5
405	11.6
406	11.6
407	11.5
408	11
409	10.7
410	10.6
411	10.7
412	10.5
413	10.4
414	10.3
415	10.3
416	10.4
417	10.8
418	11.6
419	12.1
420	12.3
421	12.4
422	12.7
423	12.6
424	12.3
425	12.2
426	11.6
427	11.4
428	11.4
429	11.4
430	11.5
431	11.3
432	10.9
433	10.6
434	10.5
435	10.6
436	10.2
437	10.3
438	10.1
439	10.2
440	10.3
441	10.6
442	11.4
443	11.9
444	12.3
445	12.4
446	12.7
447	12.6
448	12.3
449	12.3
450	11.7
451	11.5
452	11.4
453	11.5
454	11.5
455	11.3
456	10.9
457	10.7
458	10.7
459	10.7
460	10.4
461	10.4
462	10.2
463	10.3
464	10.4
465	10.7
466	11.5
