Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 04/28  17:00:00,1.08408863829754,0.952139173341463,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.381757327859858E-002,2.044045886860401E-002,0.438213351102789,0.514505241357947,0.916701228592921 
 04/28  18:00:00,1.21123979023720,1.08446442301937,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.171318981436035,3.732604107180897E-002,0.396885327422791,0.558597402616962,1.04598951100804 
 04/28  19:00:00,1.33246352574038,1.26847717954457,0.000000000000000E+000,0.161719859964995,0.000000000000000E+000,4.452678958884623E-003,4.452678958884623E-003,4.452678958884623E-003,0.338558963388235,7.376337208365046E-002,0.321994134489507,0.576582363130508,1.06704364460579 
 04/28  20:00:00,1.58566213749503,1.42192331860096,0.000000000000000E+000,0.390421570805476,0.000000000000000E+000,1.074958829296859E-002,1.074958829296859E-002,1.074958829296859E-002,0.554747273518103,0.120865296666160,0.285783468298347,0.596404497029846,0.990422769556615 
 04/28  21:00:00,1.62724018168443,1.94786342308416,0.000000000000000E+000,1.01052231052564,0.000000000000000E+000,2.782299855153798E-002,2.782299855153798E-002,2.782299855153798E-002,0.599616518619031,0.130641161964096,0.269566832227902,0.582480656632261,0.897221176613170 
 04/28  22:00:00,1.32825778940521,2.33510931006418,0.000000000000000E+000,1.55399423944087,0.000000000000000E+000,4.278656593991620E-002,4.278656593991620E-002,4.278656593991620E-002,0.448692701787994,9.775868940488895E-002,0.217845457523059,0.504062361059758,0.746396407594912 
 04/28  23:00:00,1.04598158883702,2.99591385940942,0.000000000000000E+000,2.38234140734076,0.000000000000000E+000,6.559368440982999E-002,6.559368440982999E-002,6.559368440982999E-002,0.310005799815561,6.754236523834896E-002,0.147706913176347,0.438020812507328,0.583402579918510 
 04/28  24:00:00,0.752238960450529,3.37244655238653,0.000000000000000E+000,2.93646238926828,0.000000000000000E+000,8.085045520742576E-002,8.085045520742576E-002,8.085045520742576E-002,0.159081899391618,3.465989267914196E-002,9.822476913727689E-002,0.362309930345465,0.411029083439076 
 04/29  01:00:00,0.648422809140157,3.65821272747051,0.000000000000000E+000,3.29532681340234,0.000000000000000E+000,9.073117159426809E-002,9.073117159426809E-002,9.073117159426809E-002,9.789657276243555E-002,2.132916892857149E-002,8.776187263983333E-002,0.333592009525450,0.339908859119389 
 04/29  02:00:00,0.604942863088406,4.13235432865851,0.000000000000000E+000,3.79409964994315,0.000000000000000E+000,0.104464026142925,0.104464026142925,0.104464026142925,6.526438462805398E-002,1.421944655947315E-002,7.415871598667921E-002,0.329724276081677,0.315544024403668 
 04/29  03:00:00,0.596414158584456,4.31375712995186,0.000000000000000E+000,3.96951636358291,0.000000000000000E+000,0.109293824474617,0.109293824474617,0.109293824474617,6.526438462805398E-002,1.421944655947315E-002,6.544149328356358E-002,0.325082995949147,0.321849792821753 
 04/29  04:00:00,0.600980095547945,4.58878639406568,0.000000000000000E+000,4.17715835666940,0.000000000000000E+000,0.115010890602409,0.115010890602409,0.115010890602409,6.526438462805398E-002,1.421944655947315E-002,7.657041780324052E-002,0.312802942265167,0.390082885871842 
 04/29  05:00:00,0.665848610148004,5.24798920479623,0.000000000000000E+000,4.53731370251750,0.000000000000000E+000,0.124927150304431,0.124927150304431,0.124927150304431,6.934340918976298E-002,1.510816208327000E-002,9.029493158039664E-002,0.349062943300542,0.686632844781617 
 04/29  06:00:00,0.842781245492288,6.14957827361571,0.000000000000000E+000,4.87884728374257,0.000000000000000E+000,0.134330691657995,0.134330691657995,0.134330691657995,0.114212654290690,2.488402738120598E-002,0.148933953623333,0.403307904849463,1.24295206344089 
 04/29  07:00:00,1.05969509975718,5.26711917274519,0.000000000000000E+000,3.83572156757372,0.000000000000000E+000,0.105610014254108,0.105610014254108,0.105610014254108,0.212109227053126,4.621319630977747E-002,0.235105770880487,0.428544865570085,1.40188041458221 
 04/29  08:00:00,0.984593730284449,4.63266355208660,0.000000000000000E+000,3.23662480355374,0.000000000000000E+000,8.911491243998958E-002,8.911491243998958E-002,8.911491243998958E-002,0.171318981436035,3.732604107180897E-002,0.307411851301548,0.362309930345465,1.37108366885369 
 04/29  09:00:00,0.878091260543996,3.89058208884563,0.000000000000000E+000,2.61705009575091,0.000000000000000E+000,7.205598556800233E-002,7.205598556800233E-002,7.205598556800233E-002,8.158048287489020E-002,1.777430683338409E-002,0.381213422773294,0.308355048804828,1.25229320230292 
 04/29  10:00:00,0.866014594506724,2.99794573216539,0.000000000000000E+000,1.86974558772355,0.000000000000000E+000,5.148023773163085E-002,5.148023773163085E-002,5.148023773163085E-002,6.526438462805398E-002,1.421944655947315E-002,0.402331462886063,0.315607049011904,1.10646185245553 
 04/29  11:00:00,0.865838230055391,2.24719120310281,0.000000000000000E+000,1.25138214620354,0.000000000000000E+000,3.445466099915286E-002,3.445466099915286E-002,3.445466099915286E-002,6.526438462805398E-002,1.421944655947315E-002,0.419083981831112,0.315703742347997,0.974064104897010 
 04/29  12:00:00,0.854813719291820,2.46124423744790,0.000000000000000E+000,1.56610814744648,0.000000000000000E+000,4.312010161882508E-002,4.312010161882508E-002,4.312010161882508E-002,6.526438462805398E-002,1.421944655947315E-002,0.404712163933058,0.310385608862808,0.873757438875164 
 04/29  13:00:00,0.829073309277195,2.40437788255782,0.000000000000000E+000,1.57162421706513,0.000000000000000E+000,4.327197713449762E-002,4.327197713449762E-002,4.327197713449762E-002,6.526438462805398E-002,1.421944655947315E-002,0.368086918096288,0.321118569169280,0.810635752598517 
 04/29  14:00:00,0.814085391517878,2.21722678341990,0.000000000000000E+000,1.44311384802661,0.000000000000000E+000,3.973366454666704E-002,3.973366454666704E-002,3.973366454666704E-002,6.526438462805398E-002,1.421944655947315E-002,0.338555659075166,0.339200223018920,0.750749599520738 
 04/29  15:00:00,0.839770094635149,2.23986812896644,0.000000000000000E+000,1.45789366107033,0.000000000000000E+000,4.014060134818456E-002,4.014060134818456E-002,4.014060134818456E-002,6.526438462805398E-002,1.421944655947315E-002,0.344978224852520,0.358055423557315,0.757312428917756 
 04/29  16:00:00,0.974123255301378,3.00352050104959,0.000000000000000E+000,2.14013246094129,0.000000000000000E+000,5.892487651251933E-002,5.892487651251933E-002,5.892487651251933E-002,6.934340918976298E-002,1.510816208327000E-002,0.390117981733050,0.423516812093179,0.834217170347227 
 04/29  17:00:00,1.20381230337162,4.08554238121807,0.000000000000000E+000,3.06435310038971,0.000000000000000E+000,8.437170657735904E-002,8.437170657735904E-002,8.437170657735904E-002,9.381757327859858E-002,2.044045886860401E-002,0.473565309599511,0.514505241357947,0.985751336079816 
 04/29  18:00:00,1.32938700871496,4.21744346465504,0.000000000000000E+000,3.04492820823884,0.000000000000000E+000,8.383687548996202E-002,8.383687548996202E-002,8.383687548996202E-002,0.171318981436035,3.732604107180897E-002,0.431195670410591,0.558597402616962,1.13404034440485 
 04/29  19:00:00,1.45501425863352,4.57378286850548,0.000000000000000E+000,3.36896345663811,0.000000000000000E+000,9.275863026266984E-002,9.275863026266984E-002,9.275863026266984E-002,0.338558963388235,7.376337208365046E-002,0.356238916078855,0.576582363130508,1.16510573689357 
 04/29  20:00:00,1.70535338981263,4.59642150735021,0.000000000000000E+000,3.47163235933830,0.000000000000000E+000,9.558544239869274E-002,9.558544239869274E-002,9.558544239869274E-002,0.554747273518103,0.120865296666160,0.320638866510224,0.596404497029846,1.08371016977302 
 04/29  21:00:00,1.74200352015156,4.90036708920190,0.000000000000000E+000,3.88545906971905,0.000000000000000E+000,0.106979451064886,0.106979451064886,0.106979451064886,0.599616518619031,0.130641161964096,0.305173718181688,0.582480656632261,0.974788083537512 
 04/29  22:00:00,1.43205388490239,5.13803603684612,0.000000000000000E+000,4.29623373405807,0.000000000000000E+000,0.118289426878254,0.118289426878254,0.118289426878254,0.448692701787994,9.775868940488895E-002,0.246138692081900,0.504062361059758,0.807083639759629 
 04/29  23:00:00,1.13413487794668,5.66997198445532,0.000000000000000E+000,5.01981935187632,0.000000000000000E+000,0.138212115755849,0.138212115755849,0.138212115755849,0.310005799815561,6.754236523834896E-002,0.163241770939991,0.438020812507328,0.619982760428853 
 04/29  24:00:00,0.833011526847322,6.07940628267580,0.000000000000000E+000,5.63134164743916,0.000000000000000E+000,0.155049333268471,0.155049333268471,0.155049333268471,0.159081899391618,3.465989267914196E-002,0.104798457473024,0.362309930345465,0.423109555557496 
 04/30  01:00:00,0.729434249737916,6.59818309601578,0.000000000000000E+000,6.23763613999123,0.000000000000000E+000,0.171742612192028,0.171742612192028,0.171742612192028,9.789657276243555E-002,2.132916892857149E-002,8.776187263983333E-002,0.333592009525450,0.337569901075763 
 04/30  02:00:00,0.679714022883975,6.84522278696788,0.000000000000000E+000,6.50976399565845,0.000000000000000E+000,0.179235185938493,0.179235185938493,0.179235185938493,6.526438462805398E-002,1.421944655947315E-002,7.415871598667921E-002,0.329724276081677,0.312748136997743 
 04/30  03:00:00,0.674310241080558,7.14017547634623,0.000000000000000E+000,6.79867689130422,0.000000000000000E+000,0.187189906970720,0.187189906970720,0.187189906970720,6.526438462805398E-002,1.421944655947315E-002,6.544149328356358E-002,0.325082995949147,0.319107611494829 
 04/30  04:00:00,0.681538219010734,7.51225577023878,0.000000000000000E+000,7.10300335150114,0.000000000000000E+000,0.195569014065199,0.195569014065199,0.195569014065199,6.526438462805398E-002,1.421944655947315E-002,7.657041780324052E-002,0.312802942265167,0.387707267213205 
 04/30  05:00:00,0.741069072139089,7.97603143802982,0.000000000000000E+000,7.26929655868721,0.000000000000000E+000,0.200147612295516,0.200147612295516,0.200147612295516,6.934340918976298E-002,1.510816208327000E-002,9.029493158039664E-002,0.349062943300542,0.682692221845477 
 04/30  06:00:00,0.902223948137223,8.30298917068352,0.000000000000000E+000,7.03778702236850,0.000000000000000E+000,0.193773394302929,0.193773394302929,0.193773394302929,0.114212654290690,2.488402738120598E-002,0.148933953623333,0.403307904849463,1.23742322188272 
 04/30  07:00:00,1.13432630321857,7.97258120291455,0.000000000000000E+000,6.54630274448814,0.000000000000000E+000,0.180241217715501,0.180241217715501,0.180241217715501,0.212109227053126,4.621319630977747E-002,0.235105770880487,0.428544865570085,1.39676126783711 
 04/30  08:00:00,1.06705171133806,7.62260899071101,0.000000000000000E+000,6.23147201174482,0.000000000000000E+000,0.171572893493604,0.171572893493604,0.171572893493604,0.171318981436035,3.732604107180897E-002,0.307411851301548,0.362309930345465,1.36618189928704 
 04/30  09:00:00,0.963737898298846,6.99629211484144,0.000000000000000E+000,5.72770828424435,0.000000000000000E+000,0.157702623322852,0.157702623322852,0.157702623322852,8.158048287489020E-002,1.777430683338409E-002,0.381213422773294,0.308355048804828,1.24734503980531 
 04/30  10:00:00,0.975675215667384,6.97625566039162,0.000000000000000E+000,5.85258388833592,0.000000000000000E+000,0.161140858892292,0.161140858892292,0.161140858892292,6.526438462805398E-002,1.421944655947315E-002,0.402331462886063,0.315607049011904,1.10193348006938 
 04/30  11:00:00,0.960479607846871,5.67943389710832,0.000000000000000E+000,4.68872638428144,0.000000000000000E+000,0.129096038790635,0.129096038790635,0.129096038790635,6.526438462805398E-002,1.421944655947315E-002,0.419083981831112,0.315703742347997,0.968962560824629 
 04/30  12:00:00,0.927723414280929,5.10381956456758,0.000000000000000E+000,4.21416469331584,0.000000000000000E+000,0.116029796607934,0.116029796607934,0.116029796607934,6.526438462805398E-002,1.421944655947315E-002,0.404712163933058,0.310385608862808,0.868276220125493 
 04/30  13:00:00,0.896060656586599,4.83183310516925,0.000000000000000E+000,4.00458301026262,0.000000000000000E+000,0.110259324443904,0.110259324443904,0.110259324443904,6.526438462805398E-002,1.421944655947315E-002,0.368086918096288,0.321118569169280,0.805132182012464 
 04/30  14:00:00,0.877538123102195,4.51732049436725,0.000000000000000E+000,3.74769654104483,0.000000000000000E+000,0.103186396130983,0.103186396130983,0.103186396130983,6.526438462805398E-002,1.421944655947315E-002,0.338555659075166,0.339200223018920,0.746260617449853 
 04/30  15:00:00,0.897837378677028,4.34463151991560,0.000000000000000E+000,3.56687864078980,0.000000000000000E+000,9.820788539006574E-002,9.820788539006574E-002,9.820788539006574E-002,6.526438462805398E-002,1.421944655947315E-002,0.344978224852520,0.358055423557315,0.753090840147437 
 04/30  16:00:00,1.01253971160692,4.39419453337740,0.000000000000000E+000,3.53540573158382,0.000000000000000E+000,9.734133281806479E-002,9.734133281806479E-002,9.734133281806479E-002,6.934340918976298E-002,1.510816208327000E-002,0.390117981733050,0.423516812093179,0.829617932032506 
 04/30  17:00:00,1.24247775595587,5.48543678164566,0.000000000000000E+000,4.46866983535937,0.000000000000000E+000,0.123037159161614,0.123037159161614,0.123037159161614,9.381757327859858E-002,2.044045886860401E-002,0.473565309599511,0.514505241357947,0.981329001537762 
 04/30  18:00:00,1.36109701875384,5.36483006508295,0.000000000000000E+000,4.19662551907753,0.000000000000000E+000,0.115546885528837,0.115546885528837,0.115546885528837,0.171318981436035,3.732604107180897E-002,0.431195670410591,0.558597402616962,1.12972963399408 
 04/30  19:00:00,1.49210361649322,5.91705650489097,0.000000000000000E+000,4.71603694085928,0.000000000000000E+000,0.129847988122375,0.129847988122375,0.129847988122375,0.338558963388235,7.376337208365046E-002,0.356238916078855,0.576582363130508,1.16130588905790 
 04/30  20:00:00,1.74027727144843,5.86119658063126,0.000000000000000E+000,4.74005644733737,0.000000000000000E+000,0.130509324034494,0.130509324034494,0.130509324034494,0.554747273518103,0.120865296666160,0.320638866510224,0.596404497029846,1.08006115505502 
 04/30  21:00:00,1.77229641241961,5.99728668804785,0.000000000000000E+000,4.98568712136164,0.000000000000000E+000,0.137272343332935,0.137272343332935,0.137272343332935,0.599616518619031,0.130641161964096,0.305173718181688,0.582480656632261,0.971479630740852 
 04/30  22:00:00,1.46696434633452,6.40326475182726,0.000000000000000E+000,5.56417040459901,0.000000000000000E+000,0.153199888310374,0.153199888310374,0.153199888310374,0.448692701787994,9.775868940488895E-002,0.246138692081900,0.504062361059758,0.804375684199849 
 04/30  23:00:00,1.16278921788482,6.70878091559002,0.000000000000000E+000,6.06053571274014,0.000000000000000E+000,0.166866455693988,0.166866455693988,0.166866455693988,0.310005799815561,6.754236523834896E-002,0.163241770939991,0.438020812507328,0.618075330699752 
 04/30  24:00:00,0.860261951761983,7.06763263126833,0.000000000000000E+000,6.62106826862129,0.000000000000000E+000,0.182299758183133,0.182299758183133,0.182299758183133,0.159081899391618,3.465989267914196E-002,0.104798457473024,0.362309930345465,0.421609282967859 
 05/01  01:00:00,0.737458423630958,7.09868713582722,0.000000000000000E+000,6.74765581702603,0.000000000000000E+000,0.185785129202874,0.185785129202874,0.185785129202874,9.560938723744861E-002,2.083084947716625E-002,8.386910965267348E-002,0.334251934371197,0.328008809737768 
 05/01  02:00:00,0.681864198207730,7.05374769854995,0.000000000000000E+000,6.72512194751456,0.000000000000000E+000,0.185164697756435,0.185164697756435,0.185164697756435,6.373958313234182E-002,1.388723116350104E-002,7.158412284098968E-002,0.330376549624864,0.305870169613293 
 05/01  03:00:00,0.671024426687354,7.10581456941911,0.000000000000000E+000,6.77170764144267,0.000000000000000E+000,0.186447354933998,0.186447354933998,0.186447354933998,6.373958313234182E-002,1.388723116350104E-002,6.411215583864807E-002,0.325726087929265,0.311671659723931 
 05/01  04:00:00,0.666672338417894,7.09855746728696,0.000000000000000E+000,6.70314327157847,0.000000000000000E+000,0.184559552612814,0.184559552612814,0.184559552612814,6.373958313234182E-002,1.388723116350104E-002,7.395221645997889E-002,0.313421741359659,0.373826422717154 
 05/01  05:00:00,0.710408365074940,7.03649369347673,0.000000000000000E+000,6.36811524823410,0.000000000000000E+000,0.175335130637028,0.175335130637028,0.175335130637028,6.728067897902401E-002,1.465874390473574E-002,8.626832450802412E-002,0.349753473356527,0.644288225613957 
 05/01  06:00:00,0.848597557798770,7.44251983614263,0.000000000000000E+000,6.26484050748459,0.000000000000000E+000,0.172491637789463,0.172491637789463,0.172491637789463,9.560938723744861E-002,2.083084947716625E-002,0.138447925181248,0.404105744423842,1.14984544885991 
 05/01  07:00:00,1.00918873666475,6.38407463388237,0.000000000000000E+000,5.06464479243676,0.000000000000000E+000,0.139446307376157,0.139446307376157,0.139446307376157,0.159348978729081,3.471808246194374E-002,0.214170712514307,0.429392629893665,1.28985425878790 
 05/01  08:00:00,0.924342963654835,5.72387940530742,0.000000000000000E+000,4.44398126460536,0.000000000000000E+000,0.122357401712250,0.122357401712250,0.122357401712250,0.120397024727063,2.623144412963851E-002,0.275218413283566,0.363026666112717,1.25489369390189 
 05/01  09:00:00,0.848797527913148,5.11274493511487,0.000000000000000E+000,3.94637998236232,0.000000000000000E+000,0.108656803901708,0.108656803901708,0.108656803901708,6.373958313234182E-002,1.388723116350104E-002,0.336436847124624,0.308965048901375,1.14508414654870 
 05/01  10:00:00,0.856235899979597,4.90606363280338,0.000000000000000E+000,3.87029577211403,0.000000000000000E+000,0.106561955673734,0.106561955673734,0.106561955673734,5.311632902945728E-002,1.157269293979695E-002,0.351641513346258,0.316231395300750,1.01398656515804 
 05/01  11:00:00,0.847707160371969,3.92226936165170,0.000000000000000E+000,3.00443740467161,0.000000000000000E+000,8.272203066440213E-002,8.272203066440213E-002,8.272203066440213E-002,5.311632902945728E-002,1.157269293979695E-002,0.366855814129303,0.316328279919408,0.896043988257773 
 05/01  12:00:00,0.816683807709476,3.24819234565169,0.000000000000000E+000,2.42199811855913,0.000000000000000E+000,6.668556393321569E-002,6.668556393321569E-002,6.668556393321569E-002,5.311632902945728E-002,1.157269293979695E-002,0.357197582224207,0.310999625893199,0.804773283877029 
 05/01  13:00:00,0.785224379273631,2.84001868597149,0.000000000000000E+000,2.06754139291655,0.000000000000000E+000,5.692620596416084E-002,5.692620596416084E-002,5.692620596416084E-002,5.311632902945728E-002,1.157269293979695E-002,0.324743319086342,0.321753818564274,0.750315625634754 
 05/01  14:00:00,0.772911526197757,2.59303147197797,0.000000000000000E+000,1.87319824277343,0.000000000000000E+000,5.157530066636391E-002,5.157530066636391E-002,5.157530066636391E-002,5.311632902945728E-002,1.157269293979695E-002,0.299663947619161,0.339871242253379,0.696423675061216 
 05/01  15:00:00,0.794563742921964,2.39103634816878,0.000000000000000E+000,1.66285206278968,0.000000000000000E+000,4.578377939063365E-002,4.578377939063365E-002,4.578377939063365E-002,5.311632902945728E-002,1.157269293979695E-002,0.308215184980723,0.358763742891751,0.703473458984367 
 05/01  16:00:00,0.906681059609092,2.30704823155612,0.000000000000000E+000,1.50886505573466,0.000000000000000E+000,4.154401127307577E-002,4.154401127307577E-002,4.154401127307577E-002,5.665741651684890E-002,1.234420750230810E-002,0.354668780903828,0.424354629723432,0.768954599097470 
 05/01  17:00:00,1.09336268383633,2.23347134348109,0.000000000000000E+000,1.28970667324989,0.000000000000000E+000,3.550986111635200E-002,3.550986111635200E-002,3.550986111635200E-002,7.082176646641590E-002,1.543025664597044E-002,0.438965730037081,0.515523055880909,0.908256620745279 
 05/01  18:00:00,1.18950123078058,2.31961026681274,0.000000000000000E+000,1.24462211151041,0.000000000000000E+000,3.426853503882887E-002,3.426853503882887E-002,3.426853503882887E-002,0.123938103855164,2.700295504959676E-002,0.397477157158294,0.559702441989101,1.03643713070542 
 05/01  19:00:00,1.26050621214580,2.60343623526952,0.000000000000000E+000,1.50648518206724,0.000000000000000E+000,4.147848553365188E-002,4.147848553365188E-002,4.147848553365188E-002,0.247876207710328,5.400589188642894E-002,0.322310632266247,0.577722981059548,1.05715881507324 
 05/01  20:00:00,1.48071715895662,2.82359672077188,0.000000000000000E+000,1.80115818044757,0.000000000000000E+000,4.959180111482749E-002,4.959180111482749E-002,4.959180111482749E-002,0.435553819464216,9.489607992080321E-002,0.285979116882669,0.597584327884505,0.981278298033544 
 05/01  21:00:00,1.62286102301237,3.03790576022786,0.000000000000000E+000,2.10932729172248,0.000000000000000E+000,5.807670901574338E-002,5.807670901574338E-002,5.807670901574338E-002,0.570115244296592,0.124213567730275,0.269710545482451,0.583632942797706,0.888379165723342 
 05/01  22:00:00,1.35652319989607,3.42606842987472,0.000000000000000E+000,2.65207774251220,0.000000000000000E+000,7.302041174142987E-002,7.302041174142987E-002,7.302041174142987E-002,0.446177140441427,9.721061268067793E-002,0.217943504277125,0.505059517065810,0.739203342508134 
 05/01  23:00:00,1.07528236199842,3.94907672956836,0.000000000000000E+000,3.34121428155451,0.000000000000000E+000,9.199460432270207E-002,9.199460432270207E-002,9.199460432270207E-002,0.311615799201959,6.789314308397101E-002,0.147779479178003,0.438887322522180,0.577632892634942 
 05/01  24:00:00,0.781486706812068,4.39070632321836,0.000000000000000E+000,3.95889891943707,0.000000000000000E+000,0.109001491361322,0.109001491361322,0.109001491361322,0.159348978729081,3.471808246194374E-002,9.827947445740333E-002,0.363026666112717,0.406802956981105 
 05/02  01:00:00,0.672006886106959,4.72223805220559,0.000000000000000E+000,4.37047713861397,0.000000000000000E+000,0.120333591678876,0.120333591678876,0.120333591678876,9.560938723744861E-002,2.083084947716625E-002,8.386910965267348E-002,0.334251934371197,0.328738404528185 
 05/02  02:00:00,0.627201427825463,5.06917408580330,0.000000000000000E+000,4.73978780302604,0.000000000000000E+000,0.130501927374166,0.130501927374166,0.130501927374166,6.373958313234182E-002,1.388723116350104E-002,7.158412284098968E-002,0.330376549624864,0.306630701355157 
 05/02  03:00:00,0.622842805138307,5.35606708628569,0.000000000000000E+000,5.02176672682744,0.000000000000000E+000,0.138265733384950,0.138265733384950,0.138265733384950,6.373958313234182E-002,1.388723116350104E-002,6.411215583864807E-002,0.325726087929265,0.311865091205726 
 05/02  04:00:00,0.623677125238740,5.53668052874544,0.000000000000000E+000,5.14157103187681,0.000000000000000E+000,0.141564339433660,0.141564339433660,0.141564339433660,6.373958313234182E-002,1.388723116350104E-002,7.395221645997889E-002,0.313421741359659,0.373521723877282 
 05/02  05:00:00,0.678844562956805,5.88856466807419,0.000000000000000E+000,5.22172816179877,0.000000000000000E+000,0.143771328518893,0.143771328518893,0.143771328518893,6.728067897902401E-002,1.465874390473574E-002,8.626832450802412E-002,0.349753473356527,0.642746286646726 
 05/02  06:00:00,0.814086925037116,6.18600779026288,0.000000000000000E+000,5.01142548496607,0.000000000000000E+000,0.137981005027809,0.137981005027809,0.137981005027809,9.560938723744861E-002,2.083084947716625E-002,0.138447925181248,0.404105744423842,1.14674842549870 
 05/02  07:00:00,0.999791087828497,6.03941755380023,0.000000000000000E+000,4.72332522553485,0.000000000000000E+000,0.130048658539900,0.130048658539900,0.130048658539900,0.159348978729081,3.471808246194374E-002,0.214170712514307,0.429392629893665,1.28651674560769 
 05/02  08:00:00,0.922080133404319,5.63756432241540,0.000000000000000E+000,4.36179600161718,0.000000000000000E+000,0.120094571461735,0.120094571461735,0.120094571461735,0.120397024727063,2.623144412963851E-002,0.275218413283566,0.363026666112717,1.25076387399805 
 05/02  09:00:00,0.837131074622890,4.68416469515270,0.000000000000000E+000,3.52265817133350,0.000000000000000E+000,9.699035061145146E-002,9.699035061145146E-002,9.699035061145146E-002,6.373958313234182E-002,1.388723116350104E-002,0.336436847124624,0.308965048901375,1.14022571761536 
 05/02  10:00:00,0.828287420740995,3.88641417724030,0.000000000000000E+000,2.85521604360973,0.000000000000000E+000,7.861347643513139E-002,7.861347643513139E-002,7.861347643513139E-002,5.311632902945728E-002,1.157269293979695E-002,0.351641513346258,0.316231395300750,1.00941683809926 
 05/02  11:00:00,0.820961558106738,2.94717534164611,0.000000000000000E+000,2.03304577887694,0.000000000000000E+000,5.597642839917106E-002,5.597642839917106E-002,5.597642839917106E-002,5.311632902945728E-002,1.157269293979695E-002,0.366855814129303,0.316328279919408,0.892341594046824 
 05/02  12:00:00,0.785659833669945,2.11790883538674,0.000000000000000E+000,1.29521741337943,0.000000000000000E+000,3.566158989368325E-002,3.566158989368325E-002,3.566158989368325E-002,5.311632902945728E-002,1.157269293979695E-002,0.357197582224207,0.310999625893199,0.801270478791784 
