load
0.981488854
0.867894011
0.824653254
0.819951111
0.821757323
0.87929541
1.10415627
1.447002155
1.376067544
1.17742671
1.183292942
1.147882351
1.118645229
1.086674702
1.08355294
1.1554661
1.418391552
1.941500434
2.252138668
2.208295493
2.054371663
1.885931237
1.566500474
1.246938238
0.93430537
0.810965388
0.767886856
0.757259733
0.748902841
0.7998467
1.027976075
1.325524407
1.273709816
1.089108225
1.10356947
1.085973065
1.057438074
1.034204042
1.038869733
1.108108257
1.380161121
1.896606619
2.201702732
2.158043536
2.000258852
1.828714452
1.517424074
1.210073887
0.903503991
0.782223601
0.737900045
0.735067866
0.73585098
0.796182787
1.034005612
1.334654102
1.293832323
1.1155724
1.140048968
1.118752929
1.090094254
1.063842826
1.062240775
1.130832966
1.396007817
1.918553751
2.226384957
2.184837072
2.03126296
1.865259883
1.551611686
1.243708632
0.936465265
0.814952646
0.770578788
0.763360667
0.761010296
0.812705283
1.026180003
1.355034068
1.291790562
1.107664904
1.126874205
1.10638364
1.075824755
1.048387495
1.049426492
1.122856516
1.403017936
1.931068727
2.250042485
2.209295657
2.055759708
1.898942342
1.58559019
1.28007171
0.978038737
0.855944003
0.808057593
0.80769865
0.830295405
0.901963273
1.151764584
1.467685984
1.391313233
1.172576996
1.17302163
1.129690058
1.087391958
1.047654763
1.050827583
1.132422408
1.409731557
1.941254193
2.257170716
2.223634548
2.079677773
1.917426227
1.606801638
1.307033825
1.011618896
0.890795003
0.852499804
0.854390378
0.857217114
0.916535602
1.160661189
1.456555713
1.392516924
1.184437849
1.203672873
1.180478781
1.155668277
1.135890067
1.139952051
1.214170918
1.498283233
2.048820939
2.362075538
2.324722952
2.182941947
2.021212059
1.708233431
1.410439926
1.112737695
0.991614
0.94931694
0.945983662
0.948836091
1.012380687
1.267459712
1.586867167
1.491368001
1.279299778
1.291749482
1.240289743
1.189889102
1.150577186
1.151102488
1.235799883
1.532673995
2.084680694
2.397889339
2.361924031
2.222751318
2.067121136
1.747123548
1.43305946
1.127918409
1.006552017
0.962206286
0.952579207
0.957039384
1.013142709
1.236103852
1.550505355
1.468523088
1.263249399
1.276402432
1.227421193
1.175508248
1.139031523
1.133032046
1.211838101
1.484087955
2.024369057
2.326882171
2.286939148
2.134324391
1.967750001
1.653680929
1.335928151
1.009511343
0.886299379
0.842286076
0.827633323
0.823877021
0.875698034
1.088710026
1.416884128
1.347244727
1.134926234
1.142914432
1.102179343
1.059961771
1.030375426
1.018405472
1.09252694
1.369965363
1.888357874
2.203749513
2.161577039
2.009151053
1.83970558
1.526038875
1.225948099
0.921255507
0.800825016
0.748300825
0.735538024
0.732484562
0.791423393
1.030761069
1.328344766
1.259682654
1.057866287
1.054774248
1.021852462
0.985430436
0.956203457
0.960957855
1.04770954
1.334777155
1.876213621
2.202480057
2.174484324
2.035858244
1.870425656
1.562303423
1.258743984
0.952185593
0.828967261
0.778391053
0.765637488
0.75970808
0.813350915
1.03049877
1.360504198
1.301315227
1.107875303
1.118529269
1.079540996
1.032514457
0.987911849
0.979561202
1.058335053
1.333018355
1.854958973
2.175195075
2.137821463
1.984257714
1.822577472
1.514241043
1.20881615
0.903527136
0.7794571
0.733293352
0.718538056
0.716262715
0.771243136
1.000702542
1.30371
1.24674154
1.078581438
1.08877078
1.078194422
1.05688905
1.032671267
1.036694533
1.109979904
1.376206465
1.904401842
2.240433012
2.203385345
2.05597584
1.901414805
1.593892807
1.297879519
0.997242956
0.875672711
0.842902003
0.837439098
0.839796281
0.892021379
1.127468644
1.4441487
1.363033137
1.144978161
1.150158329
1.104147498
1.062701898
1.05071371
1.055550126
1.148922983
1.426590768
1.963288621
2.271437751
2.226952515
2.074331397
1.905643907
1.590556229
1.281533376
0.983302418
0.863790825
0.798271363
0.78247449
0.78518525
0.84277603
1.061772788
1.384976784
1.347475179
1.180408741
1.211871847
1.194571333
1.158315552
1.094779548
1.08484421
1.164868016
1.442349735
1.979515417
2.290376184
2.253791175
2.114715016
1.95271879
1.647410242
1.347614515
1.040374542
0.920987814
0.879080983
0.866507996
0.863613714
0.913691257
1.145648261
1.439129527
1.382587504
1.179933845
1.179421409
1.13193957
1.088252267
1.043053888
1.040015942
1.11311538
1.386796308
1.911401136
2.236390647
2.20037098
2.051142756
1.899973916
1.577555628
1.266450895
0.951472642
0.838289891
0.798718976
0.786476452
0.781239148
0.833942244
1.064980395
1.359256449
1.292047802
1.089808024
1.100828685
1.070471636
1.009026543
0.961725553
0.962968829
1.033832384
1.302145314
1.811562143
2.131620613
2.091453994
1.941517369
1.774271556
1.459386909
1.154064129
0.84790509
0.726425991
0.686112802
0.680490446
0.686856493
0.744949244
0.978479049
1.294199816
1.218004096
1.006677068
0.992835313
0.967908103
0.938522113
0.910561143
0.926966402
1.007027272
1.281389743
1.799329271
2.125860324
2.091779408
1.944751486
1.778949096
1.464425766
1.158262616
0.851770882
0.731401156
0.685080861
0.674602012
0.674151829
0.726977556
0.940382706
1.263439445
1.209378126
1.023784039
1.032538506
1.022199044
1.012803124
1.000661128
1.008194857
1.088723641
1.360991616
1.876536108
2.187533445
2.146738178
1.992366361
1.824246742
1.509152045
1.201442776
0.896607046
0.771320744
0.726238373
0.715094454
0.716162469
0.767123765
0.985962397
1.314132058
1.256554417
1.074419695
1.097687672
1.086149883
1.063781817
1.038836666
1.043372732
1.121184393
1.3872103
1.906045981
2.214935219
2.176094074
2.022677732
1.855731259
1.541636247
1.234175119
0.9331277
0.808821127
0.765785306
0.757769525
0.754463553
0.806600189
1.021803614
1.351830666
1.290696563
1.104723693
1.126191424
1.108201836
1.078209529
1.018680306
1.003604139
1.072915213
1.352865448
1.885755896
2.200778919
2.165088493
2.011919215
1.846925122
1.535047665
1.228537294
0.930523379
0.802081471
0.752809493
0.741601072
0.740498286
0.795097058
1.018036337
1.336753075
1.286128065
1.101472467
1.094462883
1.07033044
1.030476316
0.996364716
0.991946036
1.064928054
1.327026922
1.857720896
2.20888143
2.177253008
2.027488262
1.865452171
1.547488884
1.216431632
0.904376925
0.780422031
0.731185176
0.722050843
0.722990874
0.778450559
1.00056181
1.344387378
1.302165873
1.123558319
1.125280682
1.097820809
1.051214146
1.008763666
1.004804124
1.079309881
1.363488988
1.906128978
2.229209134
2.200950689
2.060147749
1.905515643
1.588896728
1.277235407
0.957493217
0.837469992
0.791592444
0.789484233
0.792158772
0.851486412
1.089319148
1.406644703
1.31391051
1.098221948
1.095756181
1.059173168
1.014725266
0.976041416
0.973045837
1.04918124
1.327977315
1.866685618
2.190754713
2.158321404
2.012800976
1.854919936
1.543583981
1.239039077
0.935346912
0.813853844
0.764414424
0.751961949
0.747886144
0.798224719
1.012779559
1.322997681
1.277636344
1.094713433
1.107636194
1.090656932
1.065999216
1.03853621
1.039509587
1.110429261
1.383237188
1.884499895
2.208536031
2.167806671
2.010168846
1.837624894
1.528933125
1.214821612
0.900519585
0.772711843
0.725000066
0.719761645
0.727469867
0.785871982
1.018101282
1.335098357
1.275759801
1.091108934
1.088190898
1.140608034
1.095227693
1.067796859
1.050762174
1.138533501
1.410731592
1.941574223
2.249829774
2.21980815
2.070020244
1.89980378
1.582570648
1.278807168
0.978001676
0.856668908
0.806837924
0.802076047
0.799590768
0.852439179
1.097212324
1.396150777
1.350228788
1.179588988
1.175790056
1.242220143
1.201956885
1.156086376
1.165721408
1.271083399
1.546847763
2.085608891
2.398126958
2.370965684
2.223480337
2.059166699
1.754774477
1.436418634
1.142933583
1.021460182
0.963183478
0.952044153
0.952706511
1.013510841
1.260252689
1.574293692
1.481723359
1.254955636
1.265243225
1.215903943
1.173901277
1.133868714
1.147369087
1.23102792
1.523711455
2.071762763
2.373590765
2.33314007
2.179950295
2.0127158
1.69984687
1.393656241
1.093730041
0.967601205
0.920611445
0.907926554
0.903236525
0.95523337
1.176964731
1.497636049
1.454231011
1.275767321
1.314391928
1.2762515
1.236400328
1.18032687
1.17709213
1.244808678
1.502494531
2.028849226
2.327679732
2.283713325
2.127305272
1.957349098
1.638361925
1.314041446
0.993222455
0.862165049
0.811658319
0.798571875
0.797392941
0.855386384
1.104250229
1.434281637
1.384085239
1.22134292
1.255512827
1.22137158
1.175063629
