0.0000,0.0027,0.0000,0.0000,0.0000,0.0007,0.0014,0.0000,0.0156,0.0000,0.0000,0.0000,0.0115,0.0007,0.0000,0.0007,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0412,0.0000,0.0014,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000,0.9155,0.0007,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0343,0.0114,0.0000,0.1429,0.5829,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0057,0.0000,0.0000,0.0000,0.0057,0.0000,0.0000,0.0000,0.0000
0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0299,0.0000,0.0000,0.0000,0.0274,0.0547,0.0000,0.0000,0.0323,0.0025,0.0000,0.4701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2836,0.0000,0.0000,0.0025,0.0100
0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0328,0.0000,0.0217,0.9321,0.0000,0.0000,0.0019,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0085,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000
0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0058,0.0000,0.2297,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0236,0.0053,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.7302
0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.1156,0.0018,0.0000,0.0000,0.0000,0.0000,0.0578,0.0000,0.0145,0.0000,0.0000,0.0000,0.0506,0.0000,0.0045,0.0000,0.0163,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000,0.0000,0.0009,0.0000,0.7064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0203,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0051,0.0127,0.0152,0.0000,0.0000,0.4892,0.0000,0.0013,0.0000,0.0000,0.2681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0864,0.0000,0.0000,0.0318,0.0051,0.0000,0.0534,0.0000,0.0000,0.0013,0.0000,0.0038,0.0013,0.0025
0.0000,0.0000,0.0146,0.0874,0.0000,0.0000,0.0000,0.0000,0.2961,0.0049,0.0000,0.0000,0.0000,0.0000,0.1893,0.0340,0.0000,0.0000,0.0000,0.0000,0.0049,0.2573,0.0049,0.0291,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,0.0000
0.0000,0.0000,0.0141,0.0070,0.0000,0.0000,0.4085,0.0000,0.0563,0.0000,0.0000,0.0634,0.0000,0.0000,0.0070,0.1338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1690,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0563,0.0000,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0069,0.0000,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0099,0.0000,0.0000,0.0000,0.0010,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0297,0.0619,0.0000,0.0000,0.0000,0.8162,0.0000,0.0000,0.0000,0.0614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
