0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0104,0.0000,0.0000,0.2083,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0990,0.0052,0.0000,0.0000,0.0104,0.0000,0.0000,0.3490,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0104,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000
0.0000,0.8319,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0182,0.0634,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0508,0.0000
0.0036,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0432,0.0000,0.0000,0.0000,0.0540,0.1079,0.0000,0.0000,0.0827,0.0000,0.0108,0.0000,0.6906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0746,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0020,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0399,0.0000,0.0000,0.0235,0.8446,0.0000
0.0000,0.2263,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.1254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0141,0.0000,0.6120
0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0293,0.0000,0.0064,0.0000,0.0739,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.8824,0.0000,0.0000
0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3217,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1596,0.0000,0.1322,0.0000,0.0000,0.0000,0.0000,0.1820,0.0000,0.0150,0.0000,0.0000,0.0474,0.0000,0.0000,0.0000,0.0000,0.0000,0.1322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0338,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0091,0.0110,0.0000,0.0000,0.0000,0.4055,0.0000,0.0000,0.0009,0.0000,0.0000,0.0447,0.0000,0.3735,0.0000,0.0000,0.0000,0.0073,0.0009,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000,0.0000,0.0037,0.0000,0.0356,0.0000
0.0000,0.0093,0.0046,0.0000,0.0000,0.0046,0.0000,0.0046,0.0000,0.0000,0.0000,0.0046,0.0880,0.0000,0.0185,0.0000,0.0000,0.3009,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.1806,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.2639,0.0000,0.0046,0.0278,0.0324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0139,0.0000
0.0000,0.0000,0.0067,0.0067,0.0000,0.0000,0.1611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0067,0.0000,0.0000,0.0000,0.0000,0.4362,0.0000,0.1275,0.0000,0.0000,0.0000,0.0000,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.1409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
