0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0003,0.0000,0.0000,0.0060,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0029,0.0002,0.0000,0.0000,0.0003,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.9784,0.0000,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000
0.0000,0.9956,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0005,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
0.0036,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0432,0.0000,0.0000,0.0000,0.0540,0.1079,0.0000,0.0000,0.0827,0.0000,0.0108,0.0000,0.6906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1022,0.0000,0.0000,0.0012,0.8919,0.0000
0.0000,0.8044,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0036,0.0000,0.1547
0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0277,0.0000,0.0060,0.0000,0.0699,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.8345,0.0000,0.0000
0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0000,0.5954,0.0000,0.0000,0.0000,0.0000,0.0108,0.0000,0.0009,0.0000,0.0000,0.1762,0.0000,0.0000,0.0000,0.0000,0.0000,0.1876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.4397,0.0000,0.0000,0.0000,0.0000,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0051,0.0061,0.0000,0.0000,0.0000,0.2260,0.0000,0.0000,0.0005,0.0000,0.0000,0.0249,0.0000,0.2081,0.0000,0.0000,0.0000,0.0041,0.0005,0.0000,0.0000,0.0000,0.0000,0.0372,0.0000,0.0000,0.0000,0.0020,0.0000,0.0198,0.0000
0.0000,0.0013,0.0006,0.0000,0.0000,0.0006,0.0000,0.0006,0.0000,0.0000,0.0000,0.0006,0.0122,0.0000,0.0026,0.0000,0.0000,0.0418,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251,0.8348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0366,0.0000,0.0006,0.0039,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0321,0.0000
0.0000,0.0000,0.0067,0.0067,0.0000,0.0000,0.1611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0067,0.0000,0.0000,0.0000,0.0000,0.4362,0.0000,0.1275,0.0000,0.0000,0.0000,0.0000,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.1409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
